rank,company,equipment_type,country,equipment_age,priority_score
425,ArcelorMittal SA,Tandem Mill,Spain,51,90.4
426,ThyssenKrupp AG,Hot Dip Metal Coating Line,Germany,60,90.4
427,SSAB,Hot Dip Metal Coating Line,Finland,35,90.3
428,Bluescope Steel,Temper-  Skin Pass Mill (CR),Australia,69,90.3
429,Aperam,Temper-  Skin Pass Mill (CR),Belgium,32,90.3
430,Aperam,Temper-  Skin Pass Mill (HR),Belgium,32,90.3
431,C.D. Wälzholz GmbH,Tandem Mill,Germany,55,90.3
432,ArcelorMittal SA,Electrolytic Metal Coating Lin,Spain,40,90.3
433,Acerinox SA,Continuous Annealing Line,Germany,38,90.3
434,ThyssenKrupp AG,Tandem Mill,Germany,55,90.3
435,ArcelorMittal SA,Temper-  Skin Pass Mill (CR),Belgium,32,90.3
436,Outokumpu Oyj,Batch Annealing Plant,Germany,10,90.2
437,ArcelorMittal SA,Reversing Cold Rolling Mill,Spain,53,90.2
438,NLMK Group,Reversing Cold Rolling Mill,France,62,90.2
439,C.D. Wälzholz GmbH,Continuous Annealing Line,Germany,36,90.2
440,ArcelorMittal SA,Reversing Cold Rolling Mill,France,62,90.2
441,Acciaierie D'Italia,Temper-  Skin Pass Mill (CR),Italy,64,90.2
442,ArcelorMittal SA,Reversing Cold Rolling Mill,France,62,90.2
443,Outokumpu Oyj,Pickling Line,Germany,51,90.1
444,Salzgitter,Temper-  Skin Pass Mill (CR),Germany,54,90.1
445,ThyssenKrupp AG,Thin-Slab Caster,Germany,27,90.1
446,ThyssenKrupp AG,Temper-  Skin Pass Mill (CR),Germany,54,90.1
447,Acciaierie D'Italia,Blast Furnace,Italy,55,90.1
448,Tata Steel,Hot Dip Metal Coating Line,France,38,90.1
449,Voestalpine AG,Pickling Line,Germany,41,90.1
450,ArcelorMittal SA,Vacuum Degassing Plant,France,60,90.0
451,NLMK Group,Temper-  Skin Pass Mill (CR),France,63,90.0
452,Acciaierie D'Italia,Pickling Line,Italy,46,90.0
453,Salzgitter,Temper-  Skin Pass Mill (CR),Germany,23,90.0
454,Tata Steel,Temper-  Skin Pass Mill (CR),United Kingdom,64,90.0
455,Tata Steel,Temper-  Skin Pass Mill (CR),United Kingdom,64,90.0
456,ThyssenKrupp AG,Hot Dip Metal Coating Line,Germany,54,90.0
457,Outokumpu Oyj,Continuous Annealing Line,United Kingdom,55,90.0
458,Voestalpine AG,Ladle Furnace,Austria,37,89.9
459,SSAB,Hot Dip Metal Coating Line,Sweden,63,89.8
460,C.D. Wälzholz GmbH,Temper-  Skin Pass Mill (CR),Germany,42,89.8
461,ArcelorMittal SA,Batch Annealing Plant,Poland,1,89.8
462,Acciaierie D'Italia,Pickling Line,Italy,74,89.8
463,Outokumpu Oyj,Continuous Annealing Line,Germany,40,89.8
464,ArcelorMittal SA,Batch Annealing Plant,Poland,1,89.8
465,ArcelorMittal SA,Batch Annealing Plant,Poland,1,89.8
466,Aperam,Continuous Slab Caster,Belgium,24,89.8
467,ArcelorMittal SA,Batch Annealing Plant,Poland,1,89.8
468,Aperam,Batch Annealing Plant,France,13,89.8
469,ArcelorMittal SA,Continuous Slab Caster,Belgium,24,89.8
470,Aperam,Continuous Annealing Line,France,64,89.8
471,ArcelorMittal SA,Batch Annealing Plant,Poland,1,89.8
472,ArcelorMittal SA,Batch Annealing Plant,Poland,1,89.8
473,ArcelorMittal SA,Batch Annealing Plant,Poland,1,89.8
474,ArcelorMittal SA,Batch Annealing Plant,Poland,1,89.8
475,ArcelorMittal SA,Batch Annealing Plant,Poland,1,89.8
476,ThyssenKrupp AG,Temper-  Skin Pass Mill (CR),Germany,72,89.7
477,Risse + Wilke Kaltband,Temper-  Skin Pass Mill (CR),Germany,55,89.7
478,ThyssenKrupp AG,Temper-  Skin Pass Mill (CR),Germany,55,89.7
479,Outokumpu Oyj,Reversing Cold Rolling Mill,Germany,34,89.7
480,Tata Steel,Temper-  Skin Pass Mill (CR),United Kingdom,65,89.6
481,Acciaieria Arvedi SpA,Continuous Annealing Line,Italy,35,89.6
482,Nippon Steel,Blast Furnace,Slovakia,61,89.6
483,Acciaierie D'Italia,Batch Annealing Plant,Italy,53,89.6
484,Acciaierie D'Italia,Tandem Mill,Italy,64,89.6
485,Outokumpu Oyj,Temper-  Skin Pass Mill (CR),United Kingdom,65,89.6
486,ArcelorMittal SA,Heavy Section Mill,Poland,65,89.6
487,C.D. Wälzholz GmbH,Reversing Cold Rolling Mill,Germany,29,89.5
488,ThyssenKrupp AG,Electrolytic Metal Coating Lin,Germany,4,89.5
489,Bluescope Steel,Temper-  Skin Pass Mill (CR),Australia,53,89.5
490,Cognor S.A.,Plate Mill,Poland,88,89.5
491,Uddeholms AB,Steel Remelting Furnace,Sweden,54,89.4
492,Voestalpine AG,BOF Shop,Austria,0,89.4
493,ArcelorMittal SA,Organic Coating Line,France,50,89.4
494,Aperam,Pickling Line,France,14,89.4
495,Voestalpine AG,BOF Shop,Austria,0,89.4
496,ArcelorMittal SA,Organic Coating Line,France,50,89.4
497,ArcelorMittal SA,Organic Coating Line,France,50,89.4
498,ThyssenKrupp AG,Electrolytic Metal Coating Lin,Germany,60,89.4
499,Marcegaglia SpA,Temper-  Skin Pass Mill (CR),Italy,25,89.4
500,ArcelorMittal SA,Batch Annealing Plant,France,53,89.3
501,Outokumpu Oyj,Continuous Annealing Line,Germany,61,89.3
502,Acciaierie D'Italia,Continuous Slab Caster,Italy,40,89.3
503,ThyssenKrupp AG,Pickling Line,Germany,65,89.2
504,Acerinox SA,Pickling Line,Germany,65,89.2
505,Acerinox SA,Pickling Line,Germany,65,89.2
506,ArcelorMittal SA,Hot Dip Metal Coating Line,Spain,55,89.1
507,Bluescope Steel,Hot Strip Mill,New Zealand,38,89.1
508,Bluescope Steel,Tandem Mill,Australia,69,89.1
509,Outokumpu Oyj,Hot Strip Mill,Sweden,36,89.0
510,Nippon Steel,Coking Plant,Slovakia,61,89.0
511,Acciaierie D'Italia,Temper-  Skin Pass Mill (CR),Italy,53,89.0
512,Voestalpine AG,Ladle Furnace,Austria,34,89.0
513,ThyssenKrupp AG,Coking Plant,Germany,23,89.0
514,ArcelorMittal SA,Continuous Annealing Line,France,67,89.0
515,Acciaieria Arvedi SpA,Continuous Annealing Line,Italy,7,89.0
516,Bluescope Steel,Hot Dip Metal Coating Line,Australia,54,88.9
517,ArcelorMittal SA,Electrolytic Metal Coating Lin,Spain,54,88.9
518,Bluescope Steel,AC-Electric Arc Furnace,New Zealand,64,88.9
519,Trinecke Zelezarny,Batch Annealing Plant,Czech Republic,22,88.9
520,Marcegaglia SpA,Tandem Mill,Italy,25,88.9
521,Alleima,Steel Remelting Furnace,Sweden,49,88.9
522,Voestalpine AG,AC-Electric Arc Furnace,Austria,4,88.9
523,Acciaieria Arvedi SpA,Temper-  Skin Pass Mill (CR),Italy,63,88.9
524,ArcelorMittal SA,Heavy Section Mill,Luxembourg,60,88.8
525,Outokumpu Oyj,Pickling Line,Germany,67,88.8
526,JSW Steel Ltd,Blast Furnace,Italy,48,88.8
527,ThyssenKrupp AG,Electrolytic Metal Coating Lin,Germany,54,88.8
528,ArcelorMittal SA,Continuous Annealing Line,France,39,88.8
529,Alleima,Reversing Cold Rolling Mill,Sweden,25,88.8
530,Voestalpine AG,AC-Electric Arc Furnace,Austria,3,88.7
531,Salzgitter,Pickling Line,Germany,63,88.7
532,Voestalpine AG,AC-Electric Arc Furnace,Austria,3,88.7
533,Tata Steel,Batch Annealing Plant,Germany,20,88.7
534,Nedstaal B.v.,Blooming And Slabbing Mill,Netherlands,74,88.7
535,ThyssenKrupp AG,Pickling Line,Germany,63,88.7
536,ArcelorMittal SA,Pickling Line,Germany,64,88.7
537,ThyssenKrupp AG,Pickling Line,Germany,64,88.7
538,Erasteel,Reversing Cold Rolling Mill,France,61,88.6
539,Liberty Steel Group,Electrolytic Metal Coating Lin,Luxembourg,43,88.6
540,Nippon Steel,Tandem Mill,Slovakia,58,88.6
541,Aperam,Reversing Cold Rolling Mill,France,61,88.6
542,Tata Steel,Electrolytic Metal Coating Lin,Netherlands,68,88.6
543,Tata Steel,Sintering Plant,Netherlands,66,88.6
544,Aperam,Reversing Cold Rolling Mill,France,61,88.6
545,ArcelorMittal SA,Hot Dip Metal Coating Line,Germany,33,88.6
546,Bluescope Steel,Tandem Mill,Australia,53,88.6
547,ThyssenKrupp AG,Batch Annealing Plant,France,62,88.6
548,Outokumpu Oyj,Temper-  Skin Pass Mill (CR),Germany,47,88.5
549,C.D. Wälzholz GmbH,Temper-  Skin Pass Mill (CR),Germany,47,88.5
550,ArcelorMittal SA,BOF Shop,France,0,88.4
551,ArcelorMittal SA,BOF Shop,France,0,88.4
552,ArcelorMittal SA,Temper-  Skin Pass Mill (CR),Germany,69,88.4
553,ArcelorMittal SA,BOF Shop,France,0,88.4
554,Acciaierie D'Italia,Electrolytic Metal Coating Lin,Italy,46,88.4
555,Outokumpu Oyj,Reversing Cold Rolling Mill,Sweden,67,88.4
556,ArcelorMittal SA,Sintering Plant,Spain,53,88.4
557,ThyssenKrupp AG,Electrolytic Metal Coating Lin,Germany,56,88.4
558,Acerinox SA,Pickling Line,Spain,51,88.4
559,Tata Steel,Pickling Line,United Kingdom,52,88.4
560,Tata Steel,Temper-  Skin Pass Mill (CR),United Kingdom,88,88.3
561,ThyssenKrupp AG,Pickling Line,Italy,51,88.3
562,ArcelorMittal SA,Continuous Annealing Line,France,66,88.3
563,ArcelorMittal SA,Electrolytic Metal Coating Lin,France,43,88.3
564,Aperam,Continuous Annealing Line,France,35,88.2
565,C.D. Wälzholz GmbH,Batch Annealing Plant,Germany,33,88.2
566,Outokumpu Oyj,Continuous Annealing Line,Sweden,19,88.2
567,ThyssenKrupp AG,Tandem Mill,Germany,70,88.2
568,C.D. Wälzholz GmbH,Batch Annealing Plant,Germany,33,88.2
569,ThyssenKrupp AG,Continuous Annealing Line,Germany,41,88.2
570,Outokumpu Oyj,Batch Annealing Plant,Germany,42,88.2
571,Acciaierie D'Italia,Temper-  Skin Pass Mill (CR),Italy,56,88.2
572,Acciaierie D'Italia,Electrolytic Metal Coating Lin,Italy,39,88.2
573,ThyssenKrupp AG,Pickling Line,Germany,61,88.1
574,Acciaieria Arvedi SpA,Continuous Annealing Line,Italy,26,88.1
575,ThyssenKrupp AG,Temper-  Skin Pass Mill (CR),Germany,70,88.1
576,Voestalpine AG,Batch Annealing Plant,Austria,0,88.1
577,Outokumpu Oyj,Temper-  Skin Pass Mill (CR),Germany,68,88.1
578,Outokumpu Oyj,Pickling Line,Germany,61,88.1
579,ThyssenKrupp AG,Continuous Annealing Line,France,63,88.0
580,Voestalpine AG,Steel Remelting Furnace,Austria,59,87.9
581,Bluescope Steel,Hot Dip Metal Coating Line,Australia,60,87.9
582,Acciaierie D'Italia,Pickling Line,Italy,53,87.9
583,ArcelorMittal SA,Organic Coating Line,France,51,87.9
584,Liberty Steel Group,Pickling Line,Italy,53,87.9
585,Aubert & Duval,Vacuum Degassing Plant,France,56,87.8
586,Acciaierie D'Italia,Blast Furnace,Italy,57,87.8
587,Aperam,Batch Annealing Plant,France,46,87.8
588,Bluescope Steel,Hot Dip Metal Coating Line,Australia,47,87.7
589,ArcelorMittal SA,Batch Annealing Plant,France,65,87.6
590,Acerinox SA,Reversing Cold Rolling Mill,Spain,51,87.6
591,Acerinox SA,Reversing Cold Rolling Mill,Spain,51,87.6
592,Voestalpine AG,Vacuum Degassing Plant,Austria,0,87.6
593,ArcelorMittal SA,Batch Annealing Plant,Belgium,27,87.6
594,ThyssenKrupp AG,Temper-  Skin Pass Mill (CR),Germany,41,87.5
595,Tata Steel,Pickling Line,United Kingdom,74,87.5
596,C.D. Wälzholz GmbH,Reversing Cold Rolling Mill,Germany,47,87.5
597,ArcelorMittal SA,Batch Annealing Plant,Spain,36,87.5
598,Voestalpine AG,Ladle Furnace,Austria,38,87.5
599,Outokumpu Oyj,Reversing Cold Rolling Mill,Germany,47,87.5
600,Acciaierie D'Italia,Tandem Mill,Italy,56,87.5
601,Erasteel,Steel Remelting Furnace,France,56,87.4
602,Tata Steel,Temper-  Skin Pass Mill (CR),United Kingdom,60,87.4
603,Salzgitter,Hot Dip Metal Coating Line,Germany,56,87.4
604,Aperam,Reversing Cold Rolling Mill,France,65,87.4
605,Voestalpine AG,Blast Furnace,Austria,58,87.4
606,Voestalpine AG,Continuous Bloom Caster,Austria,46,87.4
607,Risse + Wilke Kaltband,Reversing Cold Rolling Mill,Germany,33,87.4
608,Aubert & Duval,Steel Remelting Furnace,France,56,87.4
609,Nippon Steel,Continuous Annealing Line,Slovakia,22,87.3
610,ThyssenKrupp AG,Organic Coating Line,France,59,87.2
611,SSAB,BOF Shop,Finland,0,87.2
612,FNsteel,BOF Shop,Finland,0,87.2
613,Outokumpu Oyj,BOF Shop,Finland,0,87.2
614,ThyssenKrupp AG,Hot Dip Metal Coating Line,Germany,4,87.2
615,Salzgitter,Hot Dip Metal Coating Line,Germany,4,87.2
616,ArcelorMittal SA,Vacuum Degassing Plant,France,42,87.2
617,ThyssenKrupp AG,Reversing Cold Rolling Mill,Germany,54,87.2
618,Nippon Steel,Electrolytic Metal Coating Lin,Slovakia,56,87.1
619,Outokumpu Oyj,Pickling Line,Germany,59,87.1
620,Acciaieria Arvedi SpA,Temper-  Skin Pass Mill (CR),Italy,51,87.1
621,Outokumpu Oyj,Pickling Line,United Kingdom,55,87.1
622,Tata Steel,Tandem Mill,United Kingdom,64,87.0
623,Acciaierie D'Italia,Temper-  Skin Pass Mill (HR),Italy,51,87.0
624,ThyssenKrupp AG,Electrolytic Metal Coating Lin,Germany,40,87.0
625,Acciaierie D'Italia,Temper-  Skin Pass Mill (HR),Italy,51,87.0
626,Outokumpu Oyj,Hot Strip Mill,Finland,38,86.9
627,ThyssenKrupp AG,Reversing Cold Rolling Mill,Germany,73,86.9
628,ArcelorMittal SA,Electrolytic Metal Coating Lin,France,58,86.9
629,ThyssenKrupp AG,Electrolytic Metal Coating Lin,Germany,21,86.9
630,ArcelorMittal SA,Continuous Slab Caster,Spain,38,86.8
631,NLMK Group,Batch Annealing Plant,France,37,86.8
632,Bluescope Steel,Temper-  Skin Pass Mill (CR),Australia,59,86.8
633,ThyssenKrupp AG,Thin-Slab Rolling Mill,Germany,27,86.8
634,ArcelorMittal SA,Continuous Slab Caster,Spain,38,86.8
635,SSAB,Blast Furnace,Finland,62,86.7
636,Bluescope Steel,Organic Coating Line,Australia,49,86.6
637,Uddeholms AB,Steel Remelting Furnace,Sweden,56,86.6
638,Acciaierie D'Italia,Continuous Slab Caster,Italy,46,86.6
639,ArcelorMittal SA,Electrolytic Metal Coating Lin,Spain,46,86.5
640,ThyssenKrupp AG,Continuous Annealing Line,Germany,51,86.5
641,Tata Steel,Pickling Line,United Kingdom,54,86.5
642,ThyssenKrupp AG,Tandem Mill,Germany,62,86.5
643,ThyssenKrupp AG,Tandem Mill,Germany,53,86.5
644,Nippon Steel,Hot Strip Mill,Slovakia,61,86.4
645,Nippon Steel,Vacuum Degassing Plant,Finland,37,86.4
646,Voestalpine AG,Wire Rod Mill In Bar Mill,Austria,38,86.3
647,Acciaieria Arvedi SpA,Continuous Slab Caster,Italy,49,86.3
648,ArcelorMittal SA,Reversing Cold Rolling Mill,Poland,67,86.3
649,ThyssenKrupp AG,Batch Annealing Plant,Germany,65,86.2
650,SSAB,Continuous Slab Caster,Finland,29,86.2
651,Outokumpu Oyj,Reversing Cold Rolling Mill,Germany,50,86.2
652,Tata Steel,Hot Strip Mill,Netherlands,57,86.2
653,ThyssenKrupp AG,Plate Mill,Germany,48,86.1
654,SHS Stahl Holding Saar,Batch Annealing Plant,Netherlands,0,86.1
655,Acciaieria Arvedi SpA,Continuous Annealing Line,Italy,17,86.1
656,Voestalpine AG,Batch Annealing Plant,Germany,26,86.1
657,Outokumpu Oyj,Batch Annealing Plant,Germany,26,86.1
658,Aperam,Batch Annealing Plant,France,38,86.1
659,ThyssenKrupp AG,Batch Annealing Plant,Germany,37,86.1
660,Erasteel,Billet-heavy Bar Mill,Sweden,35,86.1
661,ThyssenKrupp AG,Batch Annealing Plant,Germany,26,86.1
662,SHS Stahl Holding Saar,Batch Annealing Plant,Germany,26,86.1
663,ThyssenKrupp AG,Batch Annealing Plant,Germany,26,86.1
664,ArcelorMittal SA,Organic Coating Line,France,35,86.1
665,NLMK Group,Organic Coating Line,France,35,86.1
666,SSAB,Coking Plant,Sweden,51,86.0
667,Tata Steel,Tandem Mill,Netherlands,18,86.0
668,Aubert & Duval,Steel Remelting Furnace,France,49,86.0
669,Voestalpine AG,Coking Plant,Austria,62,86.0
670,ThyssenKrupp AG,Reversing Cold Rolling Mill,France,66,86.0
671,ThyssenKrupp AG,Reversing Cold Rolling Mill,France,66,86.0
672,ThyssenKrupp AG,Temper-  Skin Pass Mill (CR),Germany,53,86.0
673,ArcelorMittal SA,Batch Annealing Plant,France,73,86.0
674,ArcelorMittal SA,Reversing Cold Rolling Mill,Germany,42,85.9
675,Voestalpine AG,Reversing Cold Rolling Mill,Germany,38,85.9
676,ThyssenKrupp AG,Continuous Annealing Line,Germany,50,85.9
677,Aperam,Continuous Slab Caster,Belgium,21,85.8
678,Nippon Steel,Hot Dip Metal Coating Line,Slovakia,59,85.8
679,ThyssenKrupp AG,Batch Annealing Plant,Germany,51,85.8
680,ThyssenKrupp AG,Hot Dip Metal Coating Line,Germany,50,85.8
681,Acciaierie D'Italia,Coking Plant,Italy,54,85.8
682,Acciaierie D'Italia,Blast Furnace,Italy,52,85.7
683,ArcelorMittal SA,Heavy Section Mill,Poland,48,85.7
684,Acciaieria Arvedi SpA,Thin-Slab Caster,Italy,34,85.7
685,Acciaierie D'Italia,Temper-  Skin Pass Mill (HR),Italy,50,85.7
686,ThyssenKrupp AG,Batch Annealing Plant,Germany,38,85.6
687,ArcelorMittal SA,Batch Annealing Plant,France,64,85.6
688,Aperam,Continuous Annealing Line,France,0,85.6
689,ArcelorMittal SA,Continuous Annealing Line,France,0,85.6
690,ArcelorMittal SA,Blooming And Slabbing Mill,Poland,60,85.6
691,ArcelorMittal SA,Electrolytic Metal Coating Lin,Poland,33,85.6
692,Acciaieria Arvedi SpA,Reversing Cold Rolling Mill,Italy,36,85.5
693,ThyssenKrupp AG,Pickling Line,Germany,30,85.5
694,Tata Steel,Hot Dip Metal Coating Line,Netherlands,25,85.5
695,Saint-Gobain PAM,Blast Furnace,France,60,85.4
696,SSAB,Blast Furnace,Finland,51,85.4
697,Acciaierie D'Italia,Continuous Slab Caster,Italy,55,85.4
698,SSAB,Blast Furnace,Sweden,26,85.4
699,Acerinox SA,Reversing Cold Rolling Mill,Germany,24,85.4
700,C.D. Wälzholz GmbH,Reversing Cold Rolling Mill,Germany,24,85.4
701,SSAB,Blast Furnace,Sweden,26,85.4
702,Acerinox SA,Reversing Cold Rolling Mill,Germany,55,85.4
703,Nippon Steel,Blast Furnace,Slovakia,57,85.3
704,Nippon Steel,Blast Furnace,Slovakia,57,85.3
705,C.D. Wälzholz GmbH,Tandem Mill,Germany,51,85.3
706,Acciaierie D'Italia,Blast Furnace,Italy,62,85.2
707,Huta Batory Sp.z O.o.,Billet-heavy Bar Mill,Poland,63,85.2
708,ArcelorMittal SA,Continuous Slab Caster,France,1,85.1
709,ArcelorMittal SA,BOF Shop,Poland,0,85.1
710,ArcelorMittal SA,Continuous Slab Caster,France,47,85.1
711,Tata Steel,Reversing Cold Rolling Mill,France,64,85.1
712,Voestalpine AG,Batch Annealing Plant,Germany,17,85.1
713,ArcelorMittal SA,BOF Shop,Poland,0,85.1
714,ThyssenKrupp AG,Hot Dip Metal Coating Line,Germany,53,85.0
715,Nippon Steel,Pickling Line,Slovakia,54,85.0
716,ArcelorMittal SA,Hot Dip Metal Coating Line,Germany,53,85.0
717,Bilstein Group,Batch Annealing Plant,Germany,43,84.9
718,ArcelorMittal SA,Tandem Mill,Germany,58,84.9
719,ArcelorMittal SA,Temper-  Skin Pass Mill (CR),Germany,58,84.9
720,ThyssenKrupp AG,Temper-  Skin Pass Mill (CR),Germany,65,84.9
721,ArcelorMittal SA,Batch Annealing Plant,Germany,40,84.8
722,SSAB,Blast Furnace,Sweden,20,84.8
723,ArcelorMittal SA,Hot Dip Metal Coating Line,France,35,84.8
724,Outokumpu Oyj,AC-Electric Arc Furnace,Finland,24,84.8
725,Uddeholms AB,AC-Electric Arc Furnace,Sweden,34,84.8
726,Tata Steel,Temper-  Skin Pass Mill (CR),United Kingdom,74,84.7
727,ThyssenKrupp AG,Reversing Cold Rolling Mill,Germany,51,84.7
728,Tata Steel,Temper-  Skin Pass Mill (CR),United Kingdom,74,84.7
729,Outokumpu Oyj,Reversing Cold Rolling Mill,United Kingdom,64,84.7
730,NLMK Group,Electrolytic Metal Coating Lin,France,53,84.7
731,Outokumpu Oyj,Pickling Line,United Kingdom,49,84.7
732,ArcelorMittal SA,Electrolytic Metal Coating Lin,France,53,84.7
733,Tata Steel,Reversing Cold Rolling Mill,United Kingdom,64,84.7
734,ArcelorMittal SA,Continuous Slab Caster,France,42,84.6
735,Acciaieria Arvedi SpA,Pickling Line,Italy,56,84.6
736,Acciaierie D'Italia,Sintering Plant,Italy,54,84.6
737,ThyssenKrupp AG,Hot Dip Metal Coating Line,Germany,62,84.6
738,Acciaierie D'Italia,Pickling Line,Italy,56,84.6
739,Halyvourgiki SA,Pickling Line,Greece,42,84.6
740,FNsteel,Ladle Furnace,Finland,25,84.6
741,Liberty Steel Group,Hot Dip Metal Coating Line,Italy,55,84.5
742,Acerinox SA,Plate Mill,Germany,49,84.5
743,ArcelorMittal SA,Billet-heavy Bar Mill,France,57,84.5
744,ArcelorMittal SA,Electrolytic Metal Coating Lin,France,35,84.5
745,Acciaierie D'Italia,Coking Plant,Italy,56,84.4
746,ArcelorMittal SA,Hot Dip Metal Coating Line,Belgium,36,84.4
747,JSW Steel Ltd,Coking Plant,Italy,56,84.4
748,ArcelorMittal SA,Hot Strip Mill,France,73,84.3
749,Nippon Steel,Wire Rod Mill In Bar Mill,Sweden,48,84.3
750,Risse + Wilke Kaltband,Temper-  Skin Pass Mill (CR),Germany,52,84.3
751,ArcelorMittal SA,Tandem Mill,Germany,64,84.3
752,Nedstaal B.v.,Vacuum Degassing Plant,Netherlands,27,84.3
753,Acciaierie D'Italia,Blast Furnace,Italy,64,84.2
754,Acerinox SA,Reversing Cold Rolling Mill,Spain,31,84.2
755,ArcelorMittal SA,Batch Annealing Plant,Poland,24,84.2
756,ArcelorMittal SA,Heavy Section Mill,Spain,54,84.2
757,ThyssenKrupp AG,Hot Strip Mill,Germany,60,84.1
758,Risse + Wilke Kaltband,Temper-  Skin Pass Mill (CR),Germany,64,84.1
759,Salzgitter,Temper-  Skin Pass Mill (CR),Germany,64,84.1
760,Marcegaglia SpA,Batch Annealing Plant,Italy,24,84.1
761,ThyssenKrupp AG,Electrolytic Metal Coating Lin,Germany,62,84.1
762,ArcelorMittal SA,Temper-  Skin Pass Mill (CR),Germany,64,84.1
763,Outokumpu Oyj,Temper-  Skin Pass Mill (CR),Germany,64,84.1
764,Tata Steel,Continuous Slab Caster,Netherlands,5,84.0
765,SSAB,Continuous Slab Caster,Finland,59,84.0
766,Alleima,Steel Remelting Furnace,Sweden,46,83.9
767,FNsteel,Blast Furnace,Finland,65,83.8
768,ArcelorMittal SA,Pickling Line,Spain,67,83.8
769,ThyssenKrupp AG,Tandem Mill,Germany,66,83.8
770,Tata Steel,Hot Dip Metal Coating Line,Belgium,40,83.7
771,Acciaierie D'Italia,Hot Dip Metal Coating Line,Italy,34,83.7
772,ThyssenKrupp AG,Electrolytic Metal Coating Lin,Germany,39,83.7
773,ThyssenKrupp AG,Electrolytic Metal Coating Lin,Germany,39,83.7
774,Salzgitter,Electrolytic Metal Coating Lin,Germany,39,83.7
775,ThyssenKrupp AG,Electrolytic Metal Coating Lin,Germany,39,83.7
776,ArcelorMittal SA,Hot Dip Metal Coating Line,France,64,83.6
777,ArcelorMittal SA,Hot Dip Metal Coating Line,Spain,53,83.6
778,Aperam,Vacuum Degassing Plant,Belgium,30,83.6
779,Bluescope Steel,Hot Strip Mill,Australia,48,83.6
780,ArcelorMittal SA,Batch Annealing Plant,Germany,41,83.5
781,Alleima,Hot Strip Mill,Sweden,76,83.5
782,ThyssenKrupp AG,Reversing Cold Rolling Mill,Germany,71,83.5
783,Liberty Steel Group,Hot Dip Metal Coating Line,Luxembourg,45,83.5
784,Acciaierie D'Italia,Coking Plant,Italy,64,83.5
785,Outokumpu Oyj,Reversing Cold Rolling Mill,Germany,71,83.5
786,Bilstein Group,Batch Annealing Plant,Germany,41,83.5
787,Outokumpu Oyj,Ladle Furnace,Finland,24,83.4
788,ThyssenKrupp AG,Electrolytic Metal Coating Lin,Germany,43,83.4
789,ArcelorMittal SA,Thin-Slab Caster,Spain,30,83.4
790,Europickling NV,Pickling Line,Belgium,25,83.4
791,Bluescope Steel,Temper-  Skin Pass Mill (HR),Australia,34,83.4
792,ArcelorMittal SA,Direct or Smelting Reduction P,Luxembourg,23,83.3
793,Tata Steel,Vacuum Degassing Plant,Netherlands,42,83.3
794,Acciaieria Arvedi SpA,Thin-Slab Caster,Italy,25,83.3
795,Acciaierie D'Italia,Continuous Slab Caster,Italy,43,83.2
796,ThyssenKrupp AG,Reversing Cold Rolling Mill,Italy,51,83.2
