rank,company,equipment_type,country,equipment_age,priority_score
823,Aperam,Reversing Cold Rolling Mill,France,0,82.6
824,ArcelorMittal SA,Reversing Cold Rolling Mill,France,0,82.6
825,ArcelorMittal SA,Coking Plant,France,29,82.6
826,Aperam,Reversing Cold Rolling Mill,France,0,82.6
827,Aperam,Reversing Cold Rolling Mill,France,0,82.6
828,Outokumpu Oyj,Reversing Cold Rolling Mill,United Kingdom,78,82.6
829,Nippon Steel,Electrolytic Metal Coating Lin,Slovakia,23,82.5
830,Trinecke Zelezarny,Vacuum Degassing Plant,Czech Republic,27,82.5
831,Aubert & Duval,Vacuum Degassing Plant,France,62,82.5
832,Tata Steel,Coking Plant,Netherlands,43,82.5
833,Duferco Travi E Profilati,Heavy Section Mill,Italy,36,82.4
834,Acciaierie D'Italia,Hot Dip Metal Coating Line,Italy,60,82.4
835,ArcelorMittal SA,Vacuum Degassing Plant,France,68,82.3
836,ArcelorMittal SA,Hot Strip Mill,France,53,82.3
837,ThyssenKrupp AG,Temper-  Skin Pass Mill (HR),Germany,61,82.3
838,Knauf Interfer,Hot Dip Metal Coating Line,Germany,45,82.3
839,Acerinox SA,Pickling Line,Germany,44,82.3
840,Acerinox SA,Pickling Line,Germany,44,82.3
841,Salzgitter,Tandem Mill,Germany,63,82.3
842,ArcelorMittal SA,Vacuum Degassing Plant,France,68,82.3
843,Acciaieria Arvedi SpA,Batch Annealing Plant,Italy,10,82.2
844,Bluescope Steel,Sintering Plant,Australia,51,82.2
845,ArcelorMittal SA,Vacuum Degassing Plant,France,16,82.2
846,Voestalpine AG,Light Section And Bar Mill,Austria,38,82.1
847,NLMK Group,Batch Annealing Plant,France,63,82.1
848,Voestalpine AG,Billet-heavy Bar Mill,Austria,74,82.1
849,Tata Steel,Continuous Annealing Line,United Kingdom,27,82.1
850,ArcelorMittal SA,Batch Annealing Plant,France,63,82.1
851,Voestalpine AG,Light Section And Bar Mill,Austria,38,82.1
852,Liberty Steel Group,Hot Dip Metal Coating Line,Italy,39,82.0
853,Erasteel,Special Converter Processes,France,0,81.9
854,Aubert & Duval,Special Converter Processes,France,0,81.9
855,ArcelorMittal SA,Coking Plant,Spain,59,81.9
856,ArcelorMittal SA,Continuous Slab Caster,France,54,81.9
857,ArcelorMittal SA,Continuous Slab Caster,France,54,81.9
858,Acciaieria Arvedi SpA,Pickling Line,Italy,24,81.9
859,Aperam,Continuous Slab Caster,France,54,81.9
860,ArcelorMittal SA,Continuous Slab Caster,France,54,81.9
861,ThyssenKrupp AG,Hot Dip Metal Coating Line,Germany,61,81.9
862,Aperam,Special Converter Processes,France,0,81.9
863,Outokumpu Oyj,Temper-  Skin Pass Mill (CR),Germany,63,81.9
864,Aperam,Special Converter Processes,France,0,81.9
865,Acciaieria Arvedi SpA,Pickling Line,Italy,24,81.9
866,ThyssenKrupp AG,Temper-  Skin Pass Mill (CR),Germany,63,81.9
867,Swiss Steel AG,Special Converter Processes,France,0,81.9
868,Outokumpu Oyj,Pickling Line,Germany,10,81.8
869,ArcelorMittal SA,Electrolytic Metal Coating Lin,Belgium,40,81.8
870,ArcelorMittal SA,Sintering Plant,Poland,49,81.8
871,ArcelorMittal SA,Hot Dip Metal Coating Line,Poland,9,81.8
872,ArcelorMittal SA,Heavy Section Mill,Spain,57,81.8
873,"ThyssenKrupp AG (50), Salzgitter (30), Vallourec (20)",Sintering Plant,Germany,54,81.7
874,ThyssenKrupp AG,Batch Annealing Plant,Germany,73,81.7
875,ArcelorMittal SA,Continuous Slab Caster,Spain,49,81.7
876,Acerinox SA,Continuous Slab Caster,Spain,49,81.7
877,ThyssenKrupp AG,Hot Strip Mill,Germany,1,81.6
878,Voestalpine AG,AC-Electric Arc Furnace,Austria,45,81.6
879,Liberty Steel Group,Hot Dip Metal Coating Line,Italy,62,81.6
880,Duferco Group,Vacuum Degassing Plant,Belgium,17,81.5
881,Tata Steel,Coking Plant,Netherlands,44,81.5
882,Acciaieria Arvedi SpA,Coking Plant,Italy,34,81.5
883,ArcelorMittal SA,Batch Annealing Plant,France,39,81.5
884,Tata Steel,Coking Plant,Netherlands,44,81.5
885,ArcelorMittal SA,Vacuum Degassing Plant,Luxembourg,41,81.4
886,ThyssenKrupp AG,Organic Coating Line,Germany,54,81.3
887,ArcelorMittal SA,Electrolytic Metal Coating Lin,France,64,81.3
888,ArcelorMittal SA,Coking Plant,Spain,52,81.3
889,Alleima,Steel Remelting Furnace,Sweden,50,81.2
890,Tata Steel,Hot Dip Metal Coating Line,Netherlands,17,81.2
891,ThyssenKrupp AG,Coking Plant,Germany,55,81.2
892,ThyssenKrupp AG,Continuous Slab Caster,Germany,47,81.1
893,Acciaieria Arvedi SpA,Reversing Cold Rolling Mill,Italy,30,81.1
894,ArcelorMittal SA,Hot Dip Metal Coating Line,France,63,81.1
895,NLMK Group,Hot Dip Metal Coating Line,France,63,81.1
896,SSAB,Organic Coating Line,Sweden,50,81.1
897,"ThyssenKrupp AG (50), Salzgitter (30), Vallourec (20)",BOF Shop,Germany,0,81.0
898,ThyssenKrupp AG,BOF Shop,Germany,0,81.0
899,ArcelorMittal SA,BOF Shop,Germany,0,81.0
900,Salzgitter,BOF Shop,Germany,0,81.0
901,ThyssenKrupp AG,BOF Shop,Germany,0,81.0
902,SHS Stahl Holding Saar,BOF Shop,Germany,0,81.0
903,ArcelorMittal SA,BOF Shop,Germany,0,81.0
904,Officine Di Crocetta,Batch Annealing Plant,Italy,27,81.0
905,SHS Stahl Holding Saar,BOF Shop,Germany,0,81.0
906,NMH Stahlwerke GmbH,BOF Shop,Germany,0,81.0
907,ArcelorMittal SA,BOF Shop,Germany,0,81.0
908,ArcelorMittal SA,Blast Furnace,Germany,29,81.0
909,Voestalpine AG,Wire Rod Mill,Austria,46,80.9
910,ArcelorMittal SA,Tandem Mill,Poland,0,80.9
911,ArcelorMittal SA,Hot Dip Metal Coating Line,France,69,80.9
912,Salzgitter,Continuous Slab Caster,Germany,22,80.8
913,Breitenfeld Edelstahl,AC-Electric Arc Furnace,Austria,19,80.8
914,ArcelorMittal SA,Plate Mill,Spain,54,80.8
915,ArcelorMittal SA,Organic Coating Line,Germany,52,80.8
916,Saint-Gobain PAM,Sintering Plant,France,63,80.7
917,ArcelorMittal SA,Sintering Plant,France,63,80.7
918,Tata Steel,Continuous Annealing Line,Sweden,15,80.6
919,C.D. Wälzholz GmbH,Temper-  Skin Pass Mill (CR),Germany,45,80.6
920,Acciaierie D'Italia,Sintering Plant,Italy,62,80.6
921,ArcelorMittal SA,Hot Dip Metal Coating Line,France,68,80.5
922,ArcelorMittal SA,Hot Dip Metal Coating Line,France,68,80.5
923,ArcelorMittal SA,Temper-  Skin Pass Mill (CR),Poland,0,80.4
924,ThyssenKrupp AG,Electrolytic Metal Coating Lin,Germany,63,80.4
925,ArcelorMittal SA,Pickling Line,France,0,80.4
926,Aperam,Continuous Slab Caster,France,43,80.4
927,ArcelorMittal SA,Continuous Slab Caster,Germany,42,80.3
928,ArcelorMittal SA,Coking Plant,Spain,48,80.3
929,ThyssenKrupp AG,Organic Coating Line,Germany,50,80.3
930,ArcelorMittal SA,Organic Coating Line,Italy,37,80.3
931,ArcelorMittal SA,Electrolytic Metal Coating Lin,Belgium,32,80.3
932,Salzgitter,Pickling Line,Germany,18,80.2
933,ThyssenKrupp AG,Blast Furnace,Germany,33,80.2
934,Bluescope Steel,AC-Electric Arc Furnace,New Zealand,0,80.2
935,Salzgitter,Blast Furnace,Germany,33,80.2
936,ArcelorMittal SA,Batch Annealing Plant,France,70,80.2
937,SSAB,Ladle Furnace,Finland,28,80.2
938,ArcelorMittal SA,Batch Annealing Plant,France,70,80.2
939,Acerinox SA,Reversing Cold Rolling Mill,Spain,27,80.2
940,Aubert & Duval,Steel Remelting Furnace,France,53,80.2
941,Aperam,Reversing Cold Rolling Mill,Belgium,37,80.1
942,ArcelorMittal SA,Hot Dip Metal Coating Line,Estonia,9,80.1
943,ArcelorMittal SA,Batch Annealing Plant,France,35,80.1
944,Acciaieria Arvedi SpA,Pickling Line,Italy,9,80.1
945,Salzgitter,Blast Furnace,Germany,56,80.1
946,Voestalpine AG,Blast Furnace,Austria,70,80.1
947,ArcelorMittal SA,Blast Furnace,Spain,29,80.0
948,SSAB,Continuous Slab Caster,Finland,50,80.0
949,Outokumpu Oyj,Continuous Slab Caster,Finland,50,80.0
950,Acciaieria Arvedi SpA,Sintering Plant,Italy,74,80.0
951,SSAB,Continuous Slab Caster,Finland,50,80.0
952,Alleima,Continuous Bloom Caster,Sweden,45,80.0
953,Outokumpu Oyj,Continuous Bloom Caster,Sweden,45,80.0
954,ArcelorMittal SA,Pickling Line,Poland,46,80.0
955,Nippon Steel,Vacuum Degassing Plant,Sweden,1,79.9
956,ArcelorMittal SA,Reversing Cold Rolling Mill,Spain,67,79.9
957,Acciaierie D'Italia,Coking Plant,Italy,47,79.9
958,Salzgitter,Batch Annealing Plant,Germany,0,79.8
959,ArcelorMittal SA,Electrolytic Metal Coating Lin,France,67,79.8
960,Acciaieria Arvedi SpA,Blast Furnace,Italy,61,79.8
961,Acciaierie D'Italia,Blast Furnace,Italy,61,79.8
962,C.D. Wälzholz GmbH,Batch Annealing Plant,Germany,0,79.8
963,ThyssenKrupp AG,Batch Annealing Plant,Germany,0,79.8
964,Risse + Wilke Kaltband,Batch Annealing Plant,Germany,0,79.8
965,Stalprodukt SA,Pickling Line,Poland,50,79.8
966,C.D. Wälzholz GmbH,Batch Annealing Plant,Germany,0,79.8
967,Walzwerke Einsal,Batch Annealing Plant,Germany,0,79.8
968,Acerinox SA,Reversing Cold Rolling Mill,Spain,43,79.8
969,ArcelorMittal SA,Batch Annealing Plant,Germany,0,79.8
970,Acciaierie D'Italia,Pickling Line,Italy,17,79.7
971,ThyssenKrupp AG,Organic Coating Line,Germany,57,79.7
972,Acciaierie D'Italia,Coking Plant,Italy,61,79.7
973,Acciaierie D'Italia,Coking Plant,Italy,61,79.7
974,ThyssenKrupp AG,Organic Coating Line,Germany,57,79.7
975,Acciaieria Arvedi SpA,Pickling Line,Italy,17,79.7
976,Acciaieria Arvedi SpA,Pickling Line,Italy,17,79.7
977,Tata Steel,Batch Annealing Plant,Norway,31,79.7
978,Salzgitter,Organic Coating Line,Germany,26,79.7
979,Voestalpine AG,Reversing Cold Rolling Mill,Sweden,22,79.7
980,ArcelorMittal SA,Reversing Cold Rolling Mill,Germany,68,79.6
981,Swiss Steel AG,Steel Remelting Furnace,France,19,79.6
982,Aubert & Duval,Steel Remelting Furnace,France,61,79.6
983,Nedstaal B.v.,AC-Electric Arc Furnace,Netherlands,61,79.6
984,ThyssenKrupp AG,Vacuum Degassing Plant,Germany,25,79.6
985,Marcegaglia SpA,Plate Mill,Italy,34,79.5
986,Bluescope Steel,Organic Coating Line,New Zealand,45,79.5
987,ArcelorMittal SA,Thin-Slab Rolling Mill,Spain,30,79.5
988,Acciaieria Arvedi SpA,Reversing Cold Rolling Mill,Italy,63,79.4
989,ArcelorMittal SA,Reversing Cold Rolling Mill,Poland,51,79.4
990,Beltrame Group,Plate Mill,France,8,79.3
991,ArcelorMittal SA,Blast Furnace,France,52,79.3
992,ArcelorMittal SA,Blast Furnace,France,52,79.3
993,Acciaierie D'Italia,Sintering Plant,Italy,52,79.3
994,ThyssenKrupp AG,Continuous Slab Caster,Germany,1,79.3
995,Soderfors Steel AB,Tandem Mill,Sweden,0,79.2
996,Bluescope Steel,Continuous Annealing Line,Australia,62,79.2
997,SSAB,Tandem Mill,Sweden,0,79.2
998,Stegra,Tandem Mill,Sweden,0,79.2
999,Acerinox SA,Reversing Cold Rolling Mill,Germany,67,79.2
1000,Outokumpu Oyj,Reversing Cold Rolling Mill,Germany,70,79.2
1001,Outokumpu Oyj,Reversing Cold Rolling Mill,Germany,70,79.2
1002,Acerinox SA,Reversing Cold Rolling Mill,Germany,67,79.2
1003,Acerinox SA,Reversing Cold Rolling Mill,Germany,70,79.2
1004,Liberty Steel Group,Hot Dip Metal Coating Line,Luxembourg,35,79.1
1005,ArcelorMittal SA,Direct or Smelting Reduction P,Germany,55,79.1
1006,ArcelorMittal SA,Electrolytic Metal Coating Lin,Spain,50,79.0
1007,Marcegaglia SpA,Vacuum Degassing Plant,France,52,79.0
1008,Tata Steel,Sintering Plant,United Kingdom,64,79.0
1009,Voestalpine AG,AC-Electric Arc Furnace,Austria,0,79.0
1010,Agozal GmbH,Hot Dip Metal Coating Line,Germany,26,78.9
1011,Acciaierie Venete SpA,Billet-heavy Bar Mill,Italy,38,78.8
1012,Bluescope Steel,AC-Electric Arc Furnace,New Zealand,40,78.8
1013,Tata Steel,Reversing Cold Rolling Mill,Norway,53,78.8
1014,Bluescope Steel,Continuous Slab Caster,Australia,48,78.8
1015,Companhia Siderurgica Nacional (CSN),Heavy Section Mill,Germany,41,78.8
1016,Bluescope Steel,AC-Electric Arc Furnace,New Zealand,40,78.8
1017,Acciaieria Arvedi SpA,Temper-  Skin Pass Mill (CR),Italy,10,78.8
1018,ArcelorMittal SA,Electrolytic Metal Coating Lin,France,66,78.6
1019,Alleima,Steel Remelting Furnace,Sweden,1,78.6
1020,Salzgitter,Heavy Section Mill,Germany,52,78.6
1021,Acciaierie D'Italia,Continuous Slab Caster,Italy,52,78.6
1022,Acciaierie D'Italia,Continuous Slab Caster,Italy,52,78.6
1023,ArcelorMittal SA,Temper-  Skin Pass Mill (CR),Czech Republic,40,78.5
1024,Salzgitter,Continuous Slab Caster,Germany,12,78.5
1025,ArcelorMittal SA,Blast Furnace,Germany,60,78.4
1026,ThyssenKrupp AG,Hot Strip Mill,Germany,62,78.4
1027,Voestalpine AG,Billet-heavy Bar Mill,Germany,34,78.4
1028,ThyssenKrupp AG,Organic Coating Line,Germany,51,78.4
1029,Salzgitter,Vacuum Degassing Plant,Germany,27,78.4
1030,SHS Stahl Holding Saar,Vacuum Degassing Plant,Germany,27,78.4
1031,Acciaieria Arvedi SpA,Hot Dip Metal Coating Line,Italy,23,78.3
1032,Marcegaglia SpA,Wire Rod Mill,Sweden,104,78.3
1033,Aperam,Vacuum Degassing Plant,France,43,78.3
1034,Aubert & Duval,Steel Remelting Furnace,France,50,78.2
1035,Liberty Steel Group,Tandem Mill,Italy,58,78.2
1036,Aubert & Duval,Steel Remelting Furnace,France,50,78.2
1037,Acciaieria Arvedi SpA,Reversing Cold Rolling Mill,Italy,31,78.2
1038,Euramax Coated Prod. B.v.,Organic Coating Line,Netherlands,39,78.2
1039,ArcelorMittal SA,Vacuum Degassing Plant,Belgium,18,78.1
1040,Tata Steel,Batch Annealing Plant,Germany,32,78.1
1041,Acciaieria Arvedi SpA,Tandem Mill,Italy,9,78.1
1042,SHS Stahl Holding Saar,Continuous Slab Caster,Germany,10,77.9
1043,Outokumpu Oyj,Temper-  Skin Pass Mill (CR),Germany,44,77.9
1044,Bluescope Steel,Organic Coating Line,Australia,60,77.9
1045,Zapp Precision Metals GmbH,Reversing Cold Rolling Mill,Germany,32,77.9
1046,JSW Steel Ltd,BOF Shop,Italy,0,77.8
1047,Bluescope Steel,Pickling Line,Australia,53,77.8
1048,Acciaierie D'Italia,BOF Shop,Italy,0,77.8
1049,Acciaieria Arvedi SpA,BOF Shop,Italy,0,77.8
1050,Acciaierie D'Italia,BOF Shop,Italy,0,77.8
1051,Uddeholms AB,Steel Remelting Furnace,Sweden,30,77.8
1052,Acciaierie D'Italia,BOF Shop,Italy,0,77.8
1053,Bilstein Group,Reversing Cold Rolling Mill,Germany,7,77.8
1054,Salzgitter,Blast Furnace,Germany,49,77.7
1055,Outokumpu Oyj,Pickling Line,United Kingdom,70,77.7
1056,Outokumpu Oyj,Special Converter Processes,Finland,0,77.7
1057,Outokumpu Oyj,Special Converter Processes,Finland,0,77.7
1058,"ThyssenKrupp AG (50), Salzgitter (30), Vallourec (20)",Vacuum Degassing Plant,Germany,28,77.7
1059,Nippon Steel,AC-Electric Arc Furnace,Sweden,36,77.7
1060,ArcelorMittal SA,Vacuum Degassing Plant,France,32,77.7
1061,Nippon Steel,AC-Electric Arc Furnace,Sweden,36,77.7
1062,Acciaieria Arvedi SpA,Reversing Cold Rolling Mill,Italy,26,77.7
1063,Aperam,Reversing Cold Rolling Mill,Belgium,38,77.7
1064,Outokumpu Oyj,Reversing Cold Rolling Mill,Germany,62,77.7
1065,C.D. Wälzholz GmbH,Reversing Cold Rolling Mill,Germany,30,77.7
1066,Tata Steel,Continuous Annealing Line,United Kingdom,38,77.6
1067,Outokumpu Oyj,Temper-  Skin Pass Mill (CR),Germany,14,77.6
1068,Voestalpine AG,Direct or Smelting Reduction P,Austria,0,77.6
1069,Tata Steel,Temper-  Skin Pass Mill (CR),United Kingdom,59,77.5
1070,ThyssenKrupp AG,Organic Coating Line,Germany,35,77.5
1071,Stalprodukt SA,Reversing Cold Rolling Mill,Poland,56,77.5
1072,Tata Steel,Batch Annealing Plant,United Kingdom,64,77.5
1073,Marcegaglia SpA,Blooming And Slabbing Mill,France,52,77.4
1074,ArcelorMittal SA,Continuous Bloom Caster,Spain,34,77.3
1075,ArcelorMittal SA,Electrolytic Metal Coating Lin,Belgium,35,77.3
1076,Aubert & Duval,Ladle Furnace,France,25,77.2
1077,ArcelorMittal SA,Coking Plant,France,48,77.2
1078,Tata Steel,Temper-  Skin Pass Mill (CR),United Kingdom,52,77.2
1079,ThyssenKrupp AG,Batch Annealing Plant,Germany,72,77.1
1080,Erasteel,Wire Rod Mill,Sweden,36,77.1
1081,ThyssenKrupp AG,Batch Annealing Plant,Germany,72,77.1
1082,Tata Steel,Reversing Cold Rolling Mill,United Kingdom,74,77.1
1083,Tata Steel,Organic Coating Line,United Kingdom,48,77.0
1084,ArcelorMittal SA,Blast Furnace,Spain,30,76.9
1085,Tata Steel,Electrolytic Metal Coating Lin,United Kingdom,48,76.9
1086,Tata Steel,Electrolytic Metal Coating Lin,United Kingdom,48,76.9
1087,Nippon Steel,Ladle Furnace,Sweden,49,76.9
1088,Acciaieria Arvedi SpA,Thin-Slab Rolling Mill,Italy,34,76.9
1089,ArcelorMittal SA,Vacuum Degassing Plant,France,45,76.9
1090,ThyssenKrupp AG,Electrolytic Metal Coating Lin,Germany,66,76.8
1091,ArcelorMittal SA,Continuous Bloom Caster,Luxembourg,46,76.8
1092,HUEHOCO Group,Continuous Annealing Line,Germany,0,76.7
1093,SSAB,Coking Plant,Finland,39,76.7
1094,HUEHOCO Group,Continuous Annealing Line,Germany,0,76.7
1095,ArcelorMittal SA,Sintering Plant,Poland,0,76.7
1096,Voestalpine AG,Blast Furnace,Austria,79,76.7
1097,Aubert & Duval,Steel Remelting Furnace,France,65,76.6
1098,ThyssenKrupp AG,Sintering Plant,Germany,56,76.6
1099,ArcelorMittal SA,Sintering Plant,Germany,56,76.6
1100,Tata Steel,Pickling Line,United Kingdom,68,76.6
1101,Outokumpu Oyj,Temper-  Skin Pass Mill (CR),Finland,0,76.5
1102,ArcelorMittal SA,Hot Strip Mill,Spain,54,76.4
1103,SSAB,BOF Shop,Sweden,0,76.3
1104,Bluescope Steel,Organic Coating Line,Australia,53,76.3
1105,Bluescope Steel,Batch Annealing Plant,Australia,53,76.3
1106,Knauf Interfer,Reversing Cold Rolling Mill,Germany,43,76.3
1107,Tata Steel,Electrolytic Metal Coating Lin,Netherlands,0,76.3
1108,SSAB,BOF Shop,Sweden,0,76.3
1109,Voestalpine AG,Blast Furnace,Austria,82,76.2
1110,Tata Steel,AC-Electric Arc Furnace,Netherlands,0,76.2
1111,Acciaierie D'Italia,Hot Dip Metal Coating Line,Italy,10,76.2
1112,Acciaieria Arvedi SpA,Reversing Cold Rolling Mill,Italy,56,76.2
1113,JSW Steel Ltd,Coking Plant,Italy,24,76.1
1114,ArcelorMittal SA,Blast Furnace,France,58,76.1
1115,Marcegaglia SpA,Plate Mill,Italy,27,76.0
1116,ArcelorMittal SA,Plate Mill,France,94,75.9
1117,Bluescope Steel,Hot Dip Metal Coating Line,Australia,62,75.9
1118,Acciaieria Arvedi SpA,Pickling Line,Italy,16,75.9
1119,Bluescope Steel,Ladle Furnace,New Zealand,40,75.9
1120,ThyssenKrupp AG,Reversing Cold Rolling Mill,Germany,3,75.7
1121,Aubert & Duval,Steel Remelting Furnace,France,66,75.7
1122,Aubert & Duval,Steel Remelting Furnace,France,66,75.7
1123,Acciaierie D'Italia,Batch Annealing Plant,Italy,21,75.6
1124,Risse + Wilke Kaltband,Reversing Cold Rolling Mill,Germany,65,75.6
1125,Acerinox SA,Continuous Slab Caster,Germany,40,75.6
1126,Comsal SpA,Organic Coating Line,Italy,34,75.6
1127,Marcegaglia SpA,Reversing Cold Rolling Mill,Italy,6,75.6
1128,Nippon Steel,Blooming And Slabbing Mill,Slovakia,58,75.5
1129,Tata Steel,Temper-  Skin Pass Mill (CR),Norway,0,75.4
1130,Tata Steel,Organic Coating Line,Netherlands,35,75.4
1131,Outokumpu Oyj,Reversing Cold Rolling Mill,Sweden,19,75.4
1132,"ThyssenKrupp AG (50), Salzgitter (30), Vallourec (20)",Coking Plant,Germany,12,75.4
1133,Acciaierie D'Italia,Hot Strip Mill,Italy,62,75.2
1134,Salzgitter,Vacuum Degassing Plant,Germany,29,75.2
1135,Marcegaglia SpA,Pickling Line,Italy,22,75.2
1136,Acciaieria Arvedi SpA,Tandem Mill,Italy,16,75.2
1137,Salzgitter,Vacuum Degassing Plant,Germany,29,75.2
1138,Nippon Steel,Ladle Furnace,Finland,37,75.2
1139,Aperam,Batch Annealing Plant,Belgium,30,75.1
1140,ArcelorMittal SA,Pickling Line,Belgium,33,75.1
1141,ThyssenKrupp AG,Batch Annealing Plant,Germany,70,75.1
1142,ArcelorMittal SA,Blast Furnace,Germany,47,75.1
1143,Outokumpu Oyj,Batch Annealing Plant,Germany,70,75.1
1144,SHS Stahl Holding Saar,Plate Mill,France,64,75.1
1145,Halyvourgiki SA,Batch Annealing Plant,Greece,44,75.1
1146,ArcelorMittal SA,Hot Strip Mill,France,63,75.0
1147,Tata Steel,Hot Dip Metal Coating Line,United Kingdom,64,75.0
1148,ArcelorMittal SA,Continuous Annealing Line,Belgium,45,74.9
1149,ArcelorMittal SA,Hot Dip Metal Coating Line,Poland,50,74.9
1150,Acciaieria Arvedi SpA,Reversing Cold Rolling Mill,Italy,17,74.9
1151,Acciaieria Arvedi SpA,Reversing Cold Rolling Mill,Italy,17,74.9
1152,Outokumpu Oyj,Special Converter Processes,Sweden,0,74.8
1153,Stegra,Continuous Annealing Line,Sweden,0,74.8
1154,SSAB,Continuous Annealing Line,Sweden,0,74.8
1155,Alleima,Special Converter Processes,Sweden,0,74.8
1156,Outokumpu Oyj,Special Converter Processes,Sweden,0,74.8
1157,Outokumpu Oyj,Continuous Annealing Line,Sweden,0,74.8
1158,ThyssenKrupp AG,Blooming And Slabbing Mill,Germany,49,74.8
1159,Acciaieria Arvedi SpA,Pickling Line,Italy,18,74.7
1160,Acciaieria Arvedi SpA,Reversing Cold Rolling Mill,Italy,35,74.7
1161,ArcelorMittal SA,Hot Strip Mill,Poland,70,74.7
1162,Voestalpine AG,Hot Strip Mill,Germany,64,74.7
1163,ArcelorMittal SA,Batch Annealing Plant,Spain,27,74.7
1164,Marcegaglia SpA,Billet-heavy Bar Mill,France,52,74.7
1165,Marcegaglia SpA,Pickling Line,Italy,18,74.7
1166,Erasteel,Plate Mill,France,66,74.6
1167,Arania SA,Temper-  Skin Pass Mill (CR),Spain,25,74.6
1168,ArcelorMittal SA,Blast Furnace,France,53,74.5
1169,Outokumpu Oyj,Continuous Slab Caster,Germany,45,74.5
1170,Salzgitter,Continuous Slab Caster,Germany,45,74.5
1171,Acciaieria Arvedi SpA,Temper-  Skin Pass Mill (CR),Italy,4,74.4
1172,ArcelorMittal SA,Hot Strip Mill,Germany,53,74.4
1173,ArcelorMittal SA,Sintering Plant,Poland,47,74.3
1174,Aperam,Vacuum Degassing Plant,France,44,74.3
1175,Aubert & Duval,Vacuum Degassing Plant,France,44,74.3
1176,Outokumpu Oyj,Reversing Cold Rolling Mill,Germany,31,74.3
1177,Erasteel,Plate Mill,France,98,74.3
1178,DK Recycling & Roheisen,Blast Furnace,Germany,52,74.2
1179,SHS Stahl Holding Saar,Blast Furnace,Germany,52,74.2
1180,Liberty Steel Group,Electrolytic Metal Coating Lin,Luxembourg,26,74.2
1181,ArcelorMittal SA,Plate Mill,France,63,74.1
1182,ThyssenKrupp AG,Continuous Slab Caster,Germany,46,74.1
1183,Outokumpu Oyj,Continuous Slab Caster,Germany,46,74.1
1184,Vacuumschmelze GmbH,Reversing Cold Rolling Mill,Germany,19,74.1
1185,ThyssenKrupp AG,Hot Strip Mill,Germany,71,74.0
1186,ThyssenKrupp AG,Hot Strip Mill,Germany,71,74.0
1187,Acciaierie D'Italia,Electrolytic Metal Coating Lin,Italy,28,73.9
1188,Outokumpu Oyj,AC-Electric Arc Furnace,Sweden,31,73.9
1189,Marcegaglia SpA,Hot Dip Metal Coating Line,Italy,22,73.8
1190,ArcelorMittal SA,Coking Plant,France,52,73.8
1191,ArcelorMittal SA,Continuous Annealing Line,Belgium,41,73.8
1192,ArcelorMittal SA,Vacuum Degassing Plant,Poland,25,73.8
1193,Tata Steel,Electrolytic Metal Coating Lin,United Kingdom,33,73.8
1194,Tata Steel,Continuous Annealing Line,United Kingdom,67,73.7
1195,Acciaierie D'Italia,Batch Annealing Plant,Italy,13,73.7
1196,Acciaieria Arvedi SpA,Hot Dip Metal Coating Line,Italy,4,73.6
1197,Salzgitter,Hot Strip Mill,Germany,63,73.6
1198,ArcelorMittal SA,Pickling Line,Poland,0,73.6
1199,Halyvourgiki SA,Tandem Mill,Greece,44,73.5
1200,Nippon Steel,Continuous Annealing Line,Slovakia,6,73.5
1201,Hellenic Steel SA,Tandem Mill,Greece,44,73.5
1202,Acciaieria Arvedi SpA,Blast Furnace,Italy,35,73.4
1203,Aubert & Duval,Steel Remelting Furnace,France,45,73.3
1204,Aubert & Duval,Steel Remelting Furnace,France,45,73.3
1205,Aubert & Duval,Steel Remelting Furnace,France,45,73.3
1206,Tubos Reunidos SA,Vacuum Degassing Plant,Spain,41,73.2
1207,ArcelorMittal SA,Vacuum Degassing Plant,Spain,41,73.2
1208,Bluescope Steel,Hot Dip Metal Coating Line,Australia,65,73.1
1209,Acciaierie D'Italia,Batch Annealing Plant,Italy,16,73.1
1210,Tata Steel,Tandem Mill,United Kingdom,52,73.1
1211,Zapp Precision Metals GmbH,Reversing Cold Rolling Mill,Germany,13,73.0
1212,Tata Steel,Blast Furnace,United Kingdom,64,73.0
1213,Stegra,Pickling Line,Sweden,0,72.9
1214,Tata Steel,Electrolytic Metal Coating Lin,United Kingdom,57,72.9
1215,Alleima,Pickling Line,Sweden,0,72.9
1216,Tata Steel,Electrolytic Metal Coating Lin,United Kingdom,57,72.9
1217,Outokumpu Oyj,Reversing Cold Rolling Mill,United Kingdom,49,72.9
1218,Tata Steel,Pickling Line,Sweden,0,72.9
1219,"Tata Steel (30), Wuppermann AG (70)",Hot Dip Metal Coating Line,Netherlands,26,72.8
1220,Cognor S.A.,Light Section And Bar Mill,Poland,76,72.8
1221,Stahl + Walzwerk Marienhütte,AC-Electric Arc Furnace,Austria,34,72.8
1222,Tata Steel,Electrolytic Metal Coating Lin,United Kingdom,49,72.8
1223,Acerinox SA,Reversing Cold Rolling Mill,Germany,63,72.8
1224,ArcelorMittal SA,Heavy Section Mill,Luxembourg,115,72.7
1225,SHS Stahl Holding Saar,Plate Mill,Germany,55,72.6
1226,ThyssenKrupp AG,Sintering Plant,Germany,47,72.6
1227,Bluescope Steel,Pickling Line,Australia,37,72.6
1228,ArcelorMittal SA,Ladle Furnace,Luxembourg,37,72.5
