PBS: CoE,PBS-Element,Installed Base ID,Installed Base,PBS: Execution Type (Product),Technical Location,country,Date Start-up,Status of Plant/Equipment,Date of Verification,Type of Verification,Employee Responsible,name,PBS: Plant type,Location Description (Installed Base),Nominat Capacity [t/y],industry,region,rating,status,fte,revenue,latitude,longitude,company_ceo,fte_count
Metallurgy,Non-Ferrous Plant (ME),20294.0,HC 160P4 Cu,Copper plant,"#",Germany,1974-01-01 00:00:00,In Operation,2017-12-05 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),20059.0,HC 200B1 / 65R2 /25D4 NE,Copper plant,"#",Germany,1979-01-01 00:00:00,In Operation,2017-12-05 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),19696.0,HC 200B1/80P1/40D NE,Copper plant,"#",Germany,1990-01-01 00:00:00,In Operation,2017-12-05 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),20039.0,HC 200B1/80P1/40D2 NE,Copper plant,"#",Germany,1971-01-01 00:00:00,In Operation,2017-12-05 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),20613.0,HC 200B2 / 150P2 / 80R4 / 30D8 NE,Copper plant,"#",Germany,1976-01-01 00:00:00,In Operation,2017-12-05 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),20396.0,HC 200B2 NE,Copper plant,"#",Germany,1972-01-01 00:00:00,Not in Operation,2019-11-08 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),19981.0,HC 200B2 NE,Copper plant,"#",Germany,1972-01-01 00:00:00,In Operation,2017-12-05 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),20358.0,HC 200P1 Ms,Copper plant,"#",Germany,1994-01-01 00:00:00,In Operation,2018-02-26 00:00:00,on site,Vincent Duport,"NSL Industry Co., Ltd.",Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),20286.0,HC 200P2 Ms,Copper plant,"#",Germany,1994-01-01 00:00:00,In Operation,2019-11-08 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),19688.0,HC 20D6 NE,Copper plant,"#",Germany,1993-01-01 00:00:00,In Operation,2019-06-05 00:00:00,offer/order,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),19600.0,HC 250 DIISGE,Copper plant,"#",Germany,1970-01-01 00:00:00,In Operation,2017-12-05 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),19961.0,HC 250B1 Ms,Copper plant,"#",Germany,1979-01-01 00:00:00,In Operation,2017-12-05 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),19832.0,HC 250B1 NE,Copper plant,"#",Germany,1974-01-01 00:00:00,In Operation,2017-12-05 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),20395.0,HC 250B1 NE,Copper plant,"#",Germany,1991-01-01 00:00:00,Not in Operation,2019-11-08 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),19568.0,HC 250B1 NE,Copper plant,"#",Germany,1979-01-01 00:00:00,In Operation,2017-12-05 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),19768.0,HC 250B2 NE,Copper plant,"#",Germany,1976-01-01 00:00:00,In Operation,2020-02-13 00:00:00,Internet,Brandi Collins,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),20581.0,HC 250B2 NE,Copper plant,"#",Germany,1976-01-01 00:00:00,In Operation,2020-02-13 00:00:00,Internet,Brandi Collins,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),19770.0,HC 250B2 NE,Copper plant,"#",Germany,1976-01-01 00:00:00,In Operation,2020-02-13 00:00:00,Internet,Brandi Collins,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),20135.0,HC 250B2 NE,Copper plant,"#",Germany,1976-01-01 00:00:00,In Operation,2017-12-05 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),20652.0,HC 250P2 GG,Copper plant,"#",Germany,1970-01-01 00:00:00,In Operation,2017-12-05 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Metallurgy,Non-Ferrous Plant (ME),20791.0,HC 250P2 Ms,Copper plant,"#",Germany,1988-01-01 00:00:00,In Operation,2017-12-05 00:00:00,Internet,Vincent Duport,ZZ MS CRM Import Account,Non-Ferrous Plant (ME),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
