PBS: CoE,PBS-Element,Installed Base ID,Installed Base,PBS: Execution Type (Product),Technical Location,country,Date Start-up,Status of Plant/Equipment,Date of Verification,Type of Verification,Employee Responsible,name,PBS: Plant type,Location Description (Installed Base),Nominat Capacity [t/y],industry,region,rating,status,fte,revenue,latitude,longitude,company_ceo,fte_count
Flat Products,Inductive heating,27936.0,"ELO 407.1875 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,2016-12-18 00:00:00,In Operation,2022-09-05 00:00:00,offer/order,Not assigned,Salzgitter Mannesmann Line Pipe GmbH - Hamm,Flat Products Miscellaneous (FR),Salzgitter Mannesmann Line Pipe GmbH - Hamm,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,27431.0,"ELO 407.1876 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2016-07-18 00:00:00,offer/order,Not assigned,Schöler GmbH,Flat Products Miscellaneous (FR),Schöler GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,22546.0,"ELO 407.1877 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2016-12-19 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Flat Products Miscellaneous (FR),SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,23314.0,"ELO 407.1878 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2017-07-07 00:00:00,offer/order,Not assigned,Schöler GmbH,Flat Products Miscellaneous (FR),Schöler GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,23313.0,"ELO 407.1879 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2017-07-07 00:00:00,offer/order,Not assigned,Schöler GmbH,Flat Products Miscellaneous (FR),Schöler GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,23312.0,"ELO 407.1885 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2017-07-07 00:00:00,offer/order,Not assigned,Schöler GmbH,Flat Products Miscellaneous (FR),Schöler GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,23311.0,"ELO 407.1886 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2017-07-07 00:00:00,offer/order,Not assigned,Schöler GmbH,Flat Products Miscellaneous (FR),Schöler GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,27148.0,"ELO 407.1887 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2017-07-07 00:00:00,offer/order,Not assigned,Schöler GmbH,Flat Products Miscellaneous (FR),Schöler GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,23672.0,"ELO 407.1888 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2017-08-31 00:00:00,offer/order,Not assigned,Schöler GmbH,Flat Products Miscellaneous (FR),Schöler GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,27848.0,"ELO 407.1891 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2017-07-07 00:00:00,offer/order,Not assigned,FERTINGER TUBES GmbH,Flat Products Miscellaneous (FR),FERTINGER TUBES GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,23317.0,"ELO 407.1892 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2020-01-13 00:00:00,offer/order,Not assigned,Schöler GmbH,Flat Products Miscellaneous (FR),Schöler GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,23316.0,"ELO 407.1893 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2019-04-04 00:00:00,offer/order,Not assigned,Schöler GmbH,Flat Products Miscellaneous (FR),Schöler GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,23315.0,"ELO 407.1894 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2019-04-04 00:00:00,offer/order,Not assigned,Schöler GmbH,Flat Products Miscellaneous (FR),Schöler GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,23119.0,"ELO 407.1896 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2019-04-04 00:00:00,offer/order,Not assigned,H. Hüttenbrauck Profil GmbH,Flat Products Miscellaneous (FR),H. Hüttenbrauck Profil GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,25377.0,"ELO 407.1897 - ,",ELO-TUBE L-IDV FRM.IDS.INH,"#",Germany,2019-01-10 00:00:00,In Operation,2019-04-29 00:00:00,offer/order,Not assigned,Reifenhäuser Reiloy GmbH,Flat Products Miscellaneous (FR),Reifenhäuser Reiloy GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,27185.0,"ELO 407.1898 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2023-05-25 00:00:00,offer/order,Not assigned,LINDE + WIEMANN SE & Co. KG,Flat Products Miscellaneous (FR),LINDE + WIEMANN SE & Co. KG,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,23180.0,"ELO 407.1899 - ,",ELO-TUBE L-IDV FRM.IDS.INH,"#",Italy,2019-08-04 00:00:00,In Operation,2019-04-04 00:00:00,offer/order,Not assigned,VIRGILIO CENA & FIGLI spa,Flat Products Miscellaneous (FR),VIRGILIO CENA & FIGLI spa,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,25119.0,"ELO 407.1900 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2019-04-04 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Flat Products Miscellaneous (FR),SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,24218.0,"ELO 407.1901 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2019-07-26 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Flat Products Miscellaneous (FR),SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,22542.0,"ELO 407.1902 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2022-08-02 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Flat Products Miscellaneous (FR),SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,24216.0,"ELO 407.1903 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2019-07-26 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Flat Products Miscellaneous (FR),SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,23318.0,"ELO 407.1904 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2020-10-12 00:00:00,offer/order,Not assigned,Schöler GmbH,Flat Products Miscellaneous (FR),Schöler GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,24580.0,"ELO 407.1905 - ,",ELO-TUBE L-IDV FRM.IDS.INH,"#",Germany,2020-02-27 00:00:00,In Operation,2020-02-17 00:00:00,offer/order,Not assigned,Reifenhäuser Reiloy GmbH,Flat Products Miscellaneous (FR),Reifenhäuser Reiloy GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,24795.0,"ELO 407.1906 - ,",ELO-TUBE L-IDV FRM.IDS.INH,"#",Germany,2020-04-29 00:00:00,In Operation,2020-02-17 00:00:00,offer/order,Not assigned,Reifenhäuser Reiloy GmbH,Flat Products Miscellaneous (FR),Reifenhäuser Reiloy GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,25461.0,"ELO 407.1908 - ,",ELO-TUBE L-IDV FRM.IDS.INH,"#",Germany,2020-08-24 00:00:00,In Operation,2020-09-03 00:00:00,offer/order,Not assigned,Leifeld Metal Spinning AG,Flat Products Miscellaneous (FR),Leifeld Metal Spinning AG,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,22603.0,"ELO 407.1909 - ,",ELO-WELD FRM.IDS.INH,"#",Germany,"#",In Operation,2022-09-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Flat Products Miscellaneous (FR),SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,28223.0,"ELO 407.1910 - ,",ELO-TUBE L-IDV FRM.IDS.INH,"#",Germany,"#",In Operation,2020-12-04 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Flat Products Miscellaneous (FR),SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,25608.0,"ELO 407.1913 - ,",ELO-TUBE L-IDV FRM.IDS.INH,"#",Germany,"#",In Operation,2021-03-18 00:00:00,offer/order,Oliver Hablowetz,Thermoprozess,Flat Products Miscellaneous (FR),SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,26774.0,"ELO 407.1915 - ,",ELO-TUBE L-IDV FRM.IDS.INH,"#",Germany,"#",In Operation,2022-01-13 00:00:00,offer/order,Not assigned,Standard-Metallwerke GMBH,Flat Products Miscellaneous (FR),Standard-Metallwerke GMBH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,28386.0,"ELO 407.1917 - ,",ELO-TUBE L-IDV FRM.IDS.INH,"#",Germany,"#",In Operation,2022-04-11 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Flat Products Miscellaneous (FR),SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,22610.0,"ELO 407.1918 - ,",ELO-TUBE L-IDV FRM.IDS.INH,"#",Germany,"#",In Operation,2022-11-28 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Flat Products Miscellaneous (FR),SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,22609.0,"ELO 407.1919 - ,",ELO-TUBE L-IDV FRM.IDS.INH,"#",Germany,"#",In Operation,2022-11-28 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Flat Products Miscellaneous (FR),SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,26013.0,"ELO 422.1228 - ,",ELO-FORGE IDV FRM.IDS.INH,"#",Austria,2009-02-28 00:00:00,In Operation,2013-11-04 00:00:00,offer/order,Not assigned,voestalpine Tubulars GmbH & Co KG GmbH & Co. KG,Flat Products Miscellaneous (FR),voestalpine Tubulars GmbH & Co KG GmbH & Co. KG,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,26014.0,"ELO 422.1229 - ,",ELO-FORGE XL FRM.IDS.INH,"#",Austria,"#",In Operation,2013-11-04 00:00:00,offer/order,Not assigned,voestalpine Tubulars GmbH & Co KG GmbH & Co. KG,Flat Products Miscellaneous (FR),voestalpine Tubulars GmbH & Co KG GmbH & Co. KG,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,24055.0,"ELO 422.6504 - ,",ELO-BAR FRM.IDS.INH,"#",Germany,"#",In Operation,2017-09-27 00:00:00,offer/order,Not assigned,Volkswagen Aktiengesellschaft,Flat Products Miscellaneous (FR),VOLKSWAGEN AG,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,26871.0,"ELO 423.0006 - ,",ELO-BLANK FRM.IDS.INH,"#",Austria,"#",In Operation,2022-11-16 00:00:00,offer/order,Not assigned,AMAG casting GmbH,Flat Products Miscellaneous (FR),AMAG casting GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,23959.0,"ELO 423.0009 - ,",ELO-BLANK FRM.IDS.INH,"#",Austria,2018-01-07 00:00:00,In Operation,2022-11-16 00:00:00,offer/order,Not assigned,AMAG casting GmbH,Flat Products Miscellaneous (FR),AMAG casting GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,26873.0,"ELO 423.0013 - ,",ELO-BLANK FRM.IDS.INH,"#",Austria,"#",In Operation,2022-11-16 00:00:00,offer/order,Not assigned,AMAG casting GmbH,Flat Products Miscellaneous (FR),AMAG casting GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,26643.0,"ELO 427.0438 - ,",ELO-WELD FRM.IDS.INH,"#",Belgium,2007-09-30 00:00:00,In Operation,2013-01-10 00:00:00,offer/order,Not assigned,Bosal Benelux Automotive N.V.,Flat Products Miscellaneous (FR),Bosal Benelux Automotive N.V.,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,22427.0,"ELO 427.0554 - ,",ELO-TUBE L-IDV FRM.IDS.INH,"#",Germany,"#",In Operation,2012-08-17 00:00:00,offer/order,Not assigned,Lindemann GmbH & Co. KG,Flat Products Miscellaneous (FR),Lindemann GmbH & Co. KG,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,22796.0,"ELO 427.0561 - ,",ELO-TUBE L-IDV FRM.IDS.INH,"#",Germany,2010-12-31 00:00:00,In Operation,2015-01-05 00:00:00,offer/order,Not assigned,Danieli Germany GmbH,Flat Products Miscellaneous (FR),Danieli Germany GmbH,0.0,,Europe,,,,,,,,
Flat Products,Inductive heating,27646.0,"ELO 427.0619 - ,",ELO-WELD FRM.IDS.INH,"#",Belgium,2013-12-31 00:00:00,In Operation,2016-12-02 00:00:00,offer/order,Not assigned,voestalpine SADEF n.v.,Flat Products Miscellaneous (FR),voestalpine SADEF n.v.,0.0,,Europe,,,,,,,,
Flat Products,Heat and Chemical Treatment Line (FR),20197.0,AMAG Heat and Chemical Treatment Line,Heat and Chemical Treatment Line,S-AT-RANSH,Austria,2015-01-01 00:00:00,In Operation,2019-10-01 00:00:00,Internet,Lena Shabon,AMAG rolling GmbH,Heat and Chemical Treatment Line (FR),AMAG rolling GmbH,50000.0,,Europe,,,,,,,,
Flat Products,Heat and Chemical Treatment Line (FR),20127.0,HCTL_AMAG 2020,Heat and Chemical Treatment Line,S-AT-RANSH,Austria,2005-01-01 00:00:00,In Operation,2019-10-01 00:00:00,Internet,Johannes Schuchardt,AMAG rolling GmbH,Heat and Chemical Treatment Line (FR),AMAG rolling GmbH,0.0,,Europe,,,,,,,,
Flat Products,Heat and Chemical Treatment Line (FR),16037.0,Heat and Chemical Treatment Line,Heat and Chemical Treatment Line,"#",Austria,2017-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,AMAG Austria Metall AG,Heat and Chemical Treatment Line (FR),AMAG Austria Metall AG,0.0,,Europe,,,,,,,,
Flat Products,Hot Strip Galvanizing Line (FR),10300.0,"""Heat-to-Coat"" Hot-strip Pickling and Ho",Hot-Strip Galvanizing Line,"#",Hungary,2016-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,Wuppermann Hungary Kft.,Hot Strip Galvanizing Line (FR),Wuppermann Hungary Kft.,500000.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),20349.0,00,Plate Mill [Plate/Steckel Mills],"#",Italy,2003-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Roberto Miccoli,Trametal SpA,Steckel Plate Mill (FR),Trametal SpA,200000.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12756.0,ACC Cooling,Accelerated Cooling,"#",Denmark,2019-01-01 00:00:00,Order Placed,2018-04-11 00:00:00,on site,Karin Rex,NLMK DanSteel A/S,Steckel Plate Mill (FR),NLMK DanSteel A/S,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12853.0,ACCELERATED COOLING + DIRECT QUENCHING,Accelerated Cooling,"#",Belgium,2010-01-01 00:00:00,In Operation,2018-04-17 00:00:00,on site,Karin Rex,NLMK CLABECQ S.A.,Steckel Plate Mill (FR),NLMK CLABECQ S.A.,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),19715.0,CoilPlate® Conversion,Plate Mill [Plate/Steckel Mills],"#",Germany,1995-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Steckel Plate Mill (FR),ZZ MS CRM Import Account,500000.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12792.0,Cold Plate Leveler,Cold Plate Leveller (Plate),"#",Belgium,2010-01-01 00:00:00,In Operation,2018-04-17 00:00:00,on site,Karin Rex,NLMK CLABECQ S.A.,Steckel Plate Mill (FR),NLMK CLABECQ S.A.,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12759.0,Cooling Bed,Plate Mill [Plate/Steckel Mills],"#",Denmark,2019-01-01 00:00:00,Order Placed,2018-04-11 00:00:00,on site,Karin Rex,NLMK DanSteel A/S,Steckel Plate Mill (FR),NLMK DanSteel A/S,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12760.0,Dividing Shear,Plate Mill Adjustage,"#",Denmark,1975-01-01 00:00:00,In Operation,2018-04-11 00:00:00,on site,Karin Rex,NLMK DanSteel A/S,Steckel Plate Mill (FR),NLMK DanSteel A/S,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12758.0,Double Side Trimming Shear,Plate Mill Adjustage,"#",Denmark,1975-01-01 00:00:00,In Operation,2018-04-11 00:00:00,on site,Karin Rex,NLMK DanSteel A/S,Steckel Plate Mill (FR),NLMK DanSteel A/S,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),21152.0,High Speed shear,Hot Dividing Shear,"#",Germany,2017-06-01 00:00:00,In Operation,2022-06-15 00:00:00,on site,Frank Isken,ARCELORMittal Hamburg GmbH,Steckel Plate Mill (FR),ARCELORMittal Hamburg GmbH,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),18611.0,Hot Plate Leveller,Hot Plate Leveller (Plate),"#",Germany,1991-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,ThyssenKrupp Steel Europe AG,Steckel Plate Mill (FR),thyssenkrupp Steel Europe AG - Duisburg-Hüttenheim,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),18643.0,Hot Plate Leveller,Hot Plate Leveller (Plate),"#",Germany,1981-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,Ilsenburger Grobblech GmbH,Steckel Plate Mill (FR),Ilsenburger Grobblech GmbH,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),14548.0,Hot Plate Leveller,Hot Plate Leveller (Plate),"#",Finland,2007-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,SSAB Europe Oy,Steckel Plate Mill (FR),SSAB Europe Oy - Raahe,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),19716.0,Hot Plate Leveller,Hot Plate Leveller (Plate),"#",Germany,1995-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Steckel Plate Mill (FR),ZZ MS CRM Import Account,600000.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12634.0,Hot Plate Leveller (Plate),Hot Plate Leveller (Plate),"#",Denmark,2012-01-01 00:00:00,In Operation,2018-04-11 00:00:00,on site,Johannes Schuchardt,NLMK DanSteel A/S,Steckel Plate Mill (FR),NLMK DanSteel A/S,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),10836.0,Lewis roughing mill,Plate Mill Adjustage,"#",France,"#",In Operation,2018-05-31 00:00:00,on site,Johannes Schuchardt,Le Bronze Alloys Suippes,Steckel Plate Mill (FR),Lebronze Alloys - Bornel,3000.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12793.0,Plate Mill,Plate Mill [Plate/Steckel Mills],"#",Belgium,1963-01-01 00:00:00,In Operation,2018-04-17 00:00:00,on site,Christoph Häusler,NLMK CLABECQ S.A.,Steckel Plate Mill (FR),NLMK CLABECQ S.A.,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12632.0,Plate Mill,Plate Mill [Plate/Steckel Mills],"#",Denmark,2012-12-31 00:00:00,In Operation,2020-04-24 00:00:00,Internet,Johannes Schuchardt,NLMK DanSteel A/S,Steckel Plate Mill (FR),NLMK DanSteel A/S,730000.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),21501.0,Plate Mill,Plate Mill [Plate/Steckel Mills],"#",Austria,2015-01-01 00:00:00,In Operation,2023-02-13 00:00:00,Internet,Johannes Schuchardt,voestalpine Grobblech GmbH,Steckel Plate Mill (FR),voestalpine Grobblech GmbH,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),10316.0,"Plate Mill (2,7m)",Plate Mill [Plate/Steckel Mills],"#",Germany,1977-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,VDM Metals GmbH,Steckel Plate Mill (FR),VDM Metals GmbH - Siegen,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),18644.0,"Plate Mill (3,2m)",Plate Mill [Plate/Steckel Mills],"#",Germany,1981-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,Ilsenburger Grobblech GmbH,Steckel Plate Mill (FR),Ilsenburger Grobblech GmbH,800000.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),14629.0,"Plate Mill (3,5 m)",Plate Mill [Plate/Steckel Mills],"#",Sweden,1998-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,SSAB,Steckel Plate Mill (FR),SSAB AB,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),16149.0,"Plate Mill (3,5m)",Plate Mill [Plate/Steckel Mills],"#",Sweden,1962-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,Outokumpu Stainless AB,Steckel Plate Mill (FR),Outokumpu Stainless AB - Degerfors,120000.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),17620.0,"Plate Mill (3,6m)",Plate Mill [Plate/Steckel Mills],"#",Spain,"#",In Operation,2022-01-12 00:00:00,Internet,Johannes Schuchardt,ArcelorMittal Asturias,Steckel Plate Mill (FR),ArcelorMittal Asturias - Gijon,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),18622.0,"Plate Mill (3,6m)",Plate Mill [Plate/Steckel Mills],"#",Germany,1989-01-01 00:00:00,Scrapped,2022-12-09 00:00:00,by phone,Johannes Schuchardt,ThyssenKrupp Steel Europe AG,Steckel Plate Mill (FR),thyssenkrupp Steel Europe AG - Duisburg-Hüttenheim,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),14534.0,"Plate Mill (3,8m)",Plate Mill [Plate/Steckel Mills],"#",Finland,1976-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,SSAB Europe Oy,Steckel Plate Mill (FR),SSAB Europe Oy - Raahe,680000.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12066.0,"Plate Mill (4,2 m)",Plate Mill [Plate/Steckel Mills],"#",Austria,2015-01-01 00:00:00,In Operation,2023-02-13 00:00:00,Internet,Johannes Schuchardt,voestalpine Stahl GmbH,Steckel Plate Mill (FR),voestalpine Stahl GmbH,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),11573.0,"Plate Mill (4,2m)",Plate Mill [Plate/Steckel Mills],"#",Belgium,1968-01-01 00:00:00,In Operation,2023-07-31 00:00:00,on site,Johannes Schuchardt,Industeel Belgium Arcelor Group,Steckel Plate Mill (FR),Industeel Belgium Arcelor Group,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12635.0,"Plate Mill (4,3 m)",Plate Mill [Plate/Steckel Mills],"#",Denmark,1960-01-01 00:00:00,In Operation,2018-04-11 00:00:00,on site,Johannes Schuchardt,NLMK DanSteel A/S,Steckel Plate Mill (FR),NLMK DanSteel A/S,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),10546.0,"Plate Mill (5,1m)",Plate Mill [Plate/Steckel Mills],"#",Germany,1969-01-01 00:00:00,In Operation,2022-12-09 00:00:00,Internet,Johannes Schuchardt,Salzgitter Mannesmann Grobblech GmbH,Steckel Plate Mill (FR),Salzgitter Mannesmann Grobblech GmbH,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),10315.0,"Plate Mill 2,700 mm Special Steel",Plate Mill [Plate/Steckel Mills],"#",Germany,2015-12-31 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,VDM Metals GmbH,Steckel Plate Mill (FR),VDM Metals GmbH - Altena,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),10619.0,Plate Mill 2.800 mm,Plate Mill [Plate/Steckel Mills],"#",Slovenia,2016-12-31 00:00:00,In Operation,2022-01-01 00:00:00,Internet,Roberto Miccoli,SIJ ACRONI d.o.o.,Steckel Plate Mill (FR),SIJ ACRONI d.o.o.,600000.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),16161.0,Plate Mill 3.700 mm,Steckel Mill [Plate/SteckelMills],"#",Sweden,2012-12-31 00:00:00,In Operation,2020-04-24 00:00:00,Internet,Susanne Hentschel,Outokumpu Stainless AB,Steckel Plate Mill (FR),Outokumpu Stainless AB - Degerfors,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),14275.0,Plate Mill 5.500 / 4.800 mm,Plate Mill [Plate/Steckel Mills],"#",Germany,2008-12-31 00:00:00,In Operation,2022-12-09 00:00:00,Internet,Johannes Schuchardt,Aktiengesellschaft der Dillinger Hüttenwerke,Steckel Plate Mill (FR),AG der Dillinger Hüttenwerke DILLINGER HÜTTENWERKE,1700000.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12631.0,Revamped Cold Plate Leveller CPL,Cold Plate Leveller (Plate),"#",Denmark,1975-01-01 00:00:00,Order Placed,2018-04-11 00:00:00,on site,Karin Rex,NLMK DanSteel A/S,Steckel Plate Mill (FR),NLMK DanSteel A/S,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12757.0,Scrap Shear 300to,Plate Mill Adjustage,"#",Denmark,1975-01-01 00:00:00,In Operation,2018-04-11 00:00:00,on site,Karin Rex,NLMK DanSteel A/S,Steckel Plate Mill (FR),NLMK DanSteel A/S,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12791.0,Shearing Line,Plate Mill Adjustage,"#",Belgium,1963-01-01 00:00:00,In Operation,2018-04-17 00:00:00,on site,Karin Rex,NLMK CLABECQ S.A.,Steckel Plate Mill (FR),NLMK CLABECQ S.A.,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),13939.0,Steckel Mill,Steckel Mill [Plate/SteckelMills],"#",Finland,1988-01-01 00:00:00,In Operation,2019-05-23 00:00:00,Internet,Johannes Schuchardt,Outokumpu Oyj,Steckel Plate Mill (FR),Outokumpu Oyj - Tornio,0.0,,Europe,,,,,,,,
Flat Products,Steckel Plate Mill (FR),12388.0,Steckel Mill,Steckel Mill [Plate/SteckelMills],"#",Finland,2004-01-01 00:00:00,In Operation,2020-04-28 00:00:00,Internet,Johannes Schuchardt,Outokumpu Stainless Oy,Steckel Plate Mill (FR),Outokumpu Stainless Oy,1800000.0,,Europe,,,,,,,,
